split,pair_id,classification,first_row_index,second_row_index,first_review_id,second_review_id,hamming_distance,length_ratio,character_trigram_jaccard,sequence_ratio,has_label_conflict,has_mixed_missing_labels,first_preview,second_preview,conflicting_label_columns,mixed_missing_label_columns
train,351228dace99dba22cac482c379135cfcda2f85ad8f6f73e8dd89945ba9add93,high_confidence,57909,58294,57910,58295,3,0.9647887323943662,0.9767441860465116,0.982078853046595,False,False,"Đặt đúng size L mà mặc hơi rộng đùi một xíu, tạm chấp nhận được. Giá mức trung bình, tiền nào của nấy. Giao hàng đúng hạn, shipper thân thiện.","Đặt size L mà mặc hơi rộng đùi một xíu, tạm chấp nhận được. Giá mức trung bình, tiền nào của nấy. Giao hàng đúng hạn, shipper thân thiện.",,
train,351228dace99dba22cac482c379135cfcda2f85ad8f6f73e8dd89945ba9add93,high_confidence,57909,61181,57910,61182,3,0.9647887323943662,0.9767441860465116,0.982078853046595,False,False,"Đặt đúng size L mà mặc hơi rộng đùi một xíu, tạm chấp nhận được. Giá mức trung bình, tiền nào của nấy. Giao hàng đúng hạn, shipper thân thiện.","Đặt size L mà mặc hơi rộng đùi một xíu, tạm chấp nhận được. Giá mức trung bình, tiền nào của nấy. Giao hàng đúng hạn, shipper thân thiện.",,
train,351228dace99dba22cac482c379135cfcda2f85ad8f6f73e8dd89945ba9add93,high_confidence,57909,67361,57910,67362,3,0.9647887323943662,0.9767441860465116,0.982078853046595,False,False,"Đặt đúng size L mà mặc hơi rộng đùi một xíu, tạm chấp nhận được. Giá mức trung bình, tiền nào của nấy. Giao hàng đúng hạn, shipper thân thiện.","Đặt size L mà mặc hơi rộng đùi một xíu, tạm chấp nhận được. Giá mức trung bình, tiền nào của nấy. Giao hàng đúng hạn, shipper thân thiện.",,
train,351228dace99dba22cac482c379135cfcda2f85ad8f6f73e8dd89945ba9add93,high_confidence,57909,77650,57910,77651,3,0.9647887323943662,0.9767441860465116,0.982078853046595,False,False,"Đặt đúng size L mà mặc hơi rộng đùi một xíu, tạm chấp nhận được. Giá mức trung bình, tiền nào của nấy. Giao hàng đúng hạn, shipper thân thiện.","Đặt size L mà mặc hơi rộng đùi một xíu, tạm chấp nhận được. Giá mức trung bình, tiền nào của nấy. Giao hàng đúng hạn, shipper thân thiện.",,
train,888e88ae0b5aba3b2787bdf6b385c9d93a3f5cee081604ca7b5108a34d1c6ca3,high_confidence,1039,6826,1040,6827,0,0.9951219512195122,0.9732620320855615,0.9975550122249389,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...","Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền nào của nấy. Shop đó...",,
train,888e88ae0b5aba3b2787bdf6b385c9d93a3f5cee081604ca7b5108a34d1c6ca3,high_confidence,1039,34603,1040,34604,0,0.9951219512195122,0.9732620320855615,0.9975550122249389,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...","Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền nào của nấy. Shop đó...",,
train,888e88ae0b5aba3b2787bdf6b385c9d93a3f5cee081604ca7b5108a34d1c6ca3,high_confidence,1039,66540,1040,66541,0,0.9951219512195122,0.9732620320855615,0.9975550122249389,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...","Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền nào của nấy. Shop đó...",,
train,888e88ae0b5aba3b2787bdf6b385c9d93a3f5cee081604ca7b5108a34d1c6ca3,high_confidence,1171,6826,1172,6827,0,0.9951219512195122,0.9732620320855615,0.9975550122249389,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...","Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền nào của nấy. Shop đó...",,
train,888e88ae0b5aba3b2787bdf6b385c9d93a3f5cee081604ca7b5108a34d1c6ca3,high_confidence,1171,34603,1172,34604,0,0.9951219512195122,0.9732620320855615,0.9975550122249389,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...","Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền nào của nấy. Shop đó...",,
train,888e88ae0b5aba3b2787bdf6b385c9d93a3f5cee081604ca7b5108a34d1c6ca3,high_confidence,1171,66540,1172,66541,0,0.9951219512195122,0.9732620320855615,0.9975550122249389,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...","Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền nào của nấy. Shop đó...",,
train,888e88ae0b5aba3b2787bdf6b385c9d93a3f5cee081604ca7b5108a34d1c6ca3,high_confidence,2345,6826,2346,6827,0,0.9951219512195122,0.9732620320855615,0.9975550122249389,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...","Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền nào của nấy. Shop đó...",,
train,888e88ae0b5aba3b2787bdf6b385c9d93a3f5cee081604ca7b5108a34d1c6ca3,high_confidence,2345,34603,2346,34604,0,0.9951219512195122,0.9732620320855615,0.9975550122249389,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...","Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền nào của nấy. Shop đó...",,
train,888e88ae0b5aba3b2787bdf6b385c9d93a3f5cee081604ca7b5108a34d1c6ca3,high_confidence,2345,66540,2346,66541,0,0.9951219512195122,0.9732620320855615,0.9975550122249389,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...","Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền nào của nấy. Shop đó...",,
train,888e88ae0b5aba3b2787bdf6b385c9d93a3f5cee081604ca7b5108a34d1c6ca3,high_confidence,6673,6826,6674,6827,0,0.9951219512195122,0.9732620320855615,0.9975550122249389,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...","Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền nào của nấy. Shop đó...",,
train,888e88ae0b5aba3b2787bdf6b385c9d93a3f5cee081604ca7b5108a34d1c6ca3,high_confidence,6673,34603,6674,34604,0,0.9951219512195122,0.9732620320855615,0.9975550122249389,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...","Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền nào của nấy. Shop đó...",,
train,888e88ae0b5aba3b2787bdf6b385c9d93a3f5cee081604ca7b5108a34d1c6ca3,high_confidence,6673,66540,6674,66541,0,0.9951219512195122,0.9732620320855615,0.9975550122249389,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...","Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền nào của nấy. Shop đó...",,
train,47199b26c04cf6cbbeace22ca06888978ca974fec0638b5af852b7217e966a0c,high_confidence,6826,12495,6827,12496,0,0.9951219512195122,0.9732620320855615,0.9975550122249389,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền nào của nấy. Shop đó...","Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...",,
train,47199b26c04cf6cbbeace22ca06888978ca974fec0638b5af852b7217e966a0c,high_confidence,6826,21901,6827,21902,0,0.9951219512195122,0.9732620320855615,0.9975550122249389,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền nào của nấy. Shop đó...","Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...",,
train,47199b26c04cf6cbbeace22ca06888978ca974fec0638b5af852b7217e966a0c,high_confidence,6826,22596,6827,22597,0,0.9951219512195122,0.9732620320855615,0.9975550122249389,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền nào của nấy. Shop đó...","Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...",,
train,47199b26c04cf6cbbeace22ca06888978ca974fec0638b5af852b7217e966a0c,high_confidence,6826,24811,6827,24812,0,0.9951219512195122,0.9732620320855615,0.9975550122249389,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền nào của nấy. Shop đó...","Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...",,
train,47199b26c04cf6cbbeace22ca06888978ca974fec0638b5af852b7217e966a0c,high_confidence,6826,26102,6827,26103,0,0.9951219512195122,0.9732620320855615,0.9975550122249389,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền nào của nấy. Shop đó...","Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...",,
train,47199b26c04cf6cbbeace22ca06888978ca974fec0638b5af852b7217e966a0c,high_confidence,6826,27966,6827,27967,0,0.9951219512195122,0.9732620320855615,0.9975550122249389,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền nào của nấy. Shop đó...","Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...",,
train,47199b26c04cf6cbbeace22ca06888978ca974fec0638b5af852b7217e966a0c,high_confidence,6826,28365,6827,28366,0,0.9951219512195122,0.9732620320855615,0.9975550122249389,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền nào của nấy. Shop đó...","Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...",,
train,47199b26c04cf6cbbeace22ca06888978ca974fec0638b5af852b7217e966a0c,high_confidence,6826,35846,6827,35847,0,0.9951219512195122,0.9732620320855615,0.9975550122249389,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền nào của nấy. Shop đó...","Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...",,
train,47199b26c04cf6cbbeace22ca06888978ca974fec0638b5af852b7217e966a0c,high_confidence,6826,37482,6827,37483,0,0.9951219512195122,0.9732620320855615,0.9975550122249389,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền nào của nấy. Shop đó...","Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...",,
train,47199b26c04cf6cbbeace22ca06888978ca974fec0638b5af852b7217e966a0c,high_confidence,6826,42040,6827,42041,0,0.9951219512195122,0.9732620320855615,0.9975550122249389,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền nào của nấy. Shop đó...","Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...",,
train,47199b26c04cf6cbbeace22ca06888978ca974fec0638b5af852b7217e966a0c,high_confidence,6826,45994,6827,45995,0,0.9951219512195122,0.9732620320855615,0.9975550122249389,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền nào của nấy. Shop đó...","Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...",,
train,47199b26c04cf6cbbeace22ca06888978ca974fec0638b5af852b7217e966a0c,high_confidence,6826,47097,6827,47098,0,0.9951219512195122,0.9732620320855615,0.9975550122249389,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền nào của nấy. Shop đó...","Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...",,
train,47199b26c04cf6cbbeace22ca06888978ca974fec0638b5af852b7217e966a0c,high_confidence,6826,49081,6827,49082,0,0.9951219512195122,0.9732620320855615,0.9975550122249389,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền nào của nấy. Shop đó...","Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...",,
train,47199b26c04cf6cbbeace22ca06888978ca974fec0638b5af852b7217e966a0c,high_confidence,6826,50690,6827,50691,0,0.9951219512195122,0.9732620320855615,0.9975550122249389,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền nào của nấy. Shop đó...","Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...",,
train,47199b26c04cf6cbbeace22ca06888978ca974fec0638b5af852b7217e966a0c,high_confidence,6826,51768,6827,51769,0,0.9951219512195122,0.9732620320855615,0.9975550122249389,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền nào của nấy. Shop đó...","Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...",,
train,47199b26c04cf6cbbeace22ca06888978ca974fec0638b5af852b7217e966a0c,high_confidence,6826,63216,6827,63217,0,0.9951219512195122,0.9732620320855615,0.9975550122249389,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền nào của nấy. Shop đó...","Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...",,
train,47199b26c04cf6cbbeace22ca06888978ca974fec0638b5af852b7217e966a0c,high_confidence,6826,72409,6827,72410,0,0.9951219512195122,0.9732620320855615,0.9975550122249389,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền nào của nấy. Shop đó...","Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...",,
train,47199b26c04cf6cbbeace22ca06888978ca974fec0638b5af852b7217e966a0c,high_confidence,6826,75049,6827,75050,0,0.9951219512195122,0.9732620320855615,0.9975550122249389,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền nào của nấy. Shop đó...","Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...",,
train,47199b26c04cf6cbbeace22ca06888978ca974fec0638b5af852b7217e966a0c,high_confidence,6826,81581,6827,81582,0,0.9951219512195122,0.9732620320855615,0.9975550122249389,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền nào của nấy. Shop đó...","Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...",,
train,47199b26c04cf6cbbeace22ca06888978ca974fec0638b5af852b7217e966a0c,high_confidence,6826,83209,6827,83210,0,0.9951219512195122,0.9732620320855615,0.9975550122249389,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền nào của nấy. Shop đó...","Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...",,
train,47199b26c04cf6cbbeace22ca06888978ca974fec0638b5af852b7217e966a0c,high_confidence,6826,88856,6827,88857,0,0.9951219512195122,0.9732620320855615,0.9975550122249389,False,False,"Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình, tiền nào của nấy. Shop đó...","Chất liệu cotton tàm tạm, kiểu dáng cơ bản mặc ở nhà hợp lý. Tay áo hơi dài một chút nhưng xắn lên vẫn ổn. Giá cả ở mức trung bình tiền nào của nấy. Shop đón...",,
